,Total Population,Pop. that Works from Home,Single Occupant Households,Single Parent Households,Married Parent Households,Undergrads and Grads,Diploma/GED attained,Degree attained,Households in Poverty,Below 40k Earners,40k-100k Earners,Above 100k Earners,Unemployed,Renter Occupied Households,Owner Occupied Households,Crime Counts,walk_score,transit_score,Fast Food Count,Fast Food Consumers,raw_visit_count
421010083013,1438,2,135,128,21,156,457,89,475,268,184,23,68,173,302,140,77,76,0.0,0.0,25554.0
421010083021,774,0,231,59,21,72,265,40,406,186,212,8,69,227,179,112,84,71,0.0,0.0,16024.0
421010083022,1724,37,142,219,21,164,331,71,524,318,159,47,111,283,241,433,88,71,0.0,0.0,49404.0
421010083023,897,0,163,85,0,41,293,94,367,318,34,15,39,177,190,200,87,72,0.0,0.0,24579.0
421010083024,939,7,180,110,10,45,260,36,397,215,182,0,60,196,201,147,84,72,0.0,0.0,15980.0
421010084001,1212,0,145,114,15,52,232,204,385,282,52,51,76,169,216,88,88,75,0.0,0.0,20404.0
421010084002,1015,17,73,98,36,104,134,8,264,144,113,7,45,203,61,105,90,75,0.0,0.0,22363.0
421010084003,426,0,33,42,0,18,83,26,153,89,54,10,0,60,93,88,88,74,0.0,0.0,17185.0
421010084004,783,0,108,46,7,14,319,87,337,200,137,0,100,194,143,381,87,74,1.0,867.0,56789.0
421010084005,828,28,126,141,0,55,139,49,296,224,72,0,30,149,147,79,85,74,0.0,0.0,19581.0
421010084006,539,0,63,51,15,0,202,72,209,84,125,0,54,24,185,145,88,73,0.0,0.0,34549.0
421010085001,889,20,121,35,0,53,262,103,303,165,106,32,27,73,230,133,95,75,1.0,965.0,39700.0
421010085002,1390,19,117,137,39,51,268,169,440,317,83,40,136,319,121,92,95,77,0.0,0.0,30160.0
421010085003,355,0,140,13,11,9,13,121,189,137,31,21,0,103,86,99,94,79,0.0,0.0,23356.0
421010085004,804,0,124,61,0,0,345,106,332,181,112,39,73,102,230,100,89,76,0.0,0.0,22854.0
421010085005,1341,19,116,111,26,123,383,53,381,273,96,12,156,176,205,173,91,76,0.0,0.0,25534.0
421010085006,1030,0,51,140,48,59,301,29,359,328,31,0,41,219,140,162,95,76,0.0,0.0,29726.0
421010085007,1606,35,186,167,0,83,406,66,583,353,230,0,96,309,274,313,94,76,0.0,0.0,50598.0
421010086011,1186,51,323,75,21,145,138,500,604,399,189,16,83,532,72,106,89,82,0.0,0.0,30042.0
421010086012,1674,69,370,7,78,295,71,849,779,301,323,155,98,531,248,96,92,85,0.0,0.0,25302.0
421010086021,973,0,199,35,6,102,246,222,447,226,202,19,20,362,85,281,93,84,0.0,0.0,71695.0
421010086022,784,0,193,113,9,80,173,122,385,263,86,36,32,314,71,77,91,82,0.0,0.0,26648.0
421010086023,484,17,93,21,21,50,99,85,199,101,58,40,30,115,84,89,93,79,0.0,0.0,23997.0
421010087011,1297,0,172,48,77,357,0,503,528,185,266,77,23,362,166,43,94,86,0.0,0.0,14665.0
421010087012,1304,0,73,53,43,377,194,588,415,225,145,45,0,407,8,114,95,89,1.0,603.0,33212.0
421010087013,2240,44,423,80,52,797,204,918,946,538,334,74,61,900,46,133,96,87,0.0,0.0,25918.0
421010087021,1482,28,331,27,50,671,96,656,643,394,172,77,34,605,38,112,96,90,0.0,0.0,56245.0
421010087022,1146,53,305,11,70,363,14,674,584,286,191,107,0,497,87,63,93,90,0.0,0.0,21760.0
421010088011,1939,54,18,0,0,1909,4,33,35,31,4,0,17,35,0,131,87,97,2.0,8369.0,93809.0
421010088012,333,39,39,0,0,227,5,47,113,93,14,6,0,113,0,36,94,97,2.0,753.0,48295.0
421010088021,1099,7,167,0,8,739,53,187,348,204,101,43,22,292,56,41,89,90,0.0,0.0,30300.0
421010088022,1173,0,278,45,9,784,113,197,536,414,100,22,24,495,41,198,97,92,2.0,723.0,49956.0
421010088023,3300,117,86,0,0,3277,0,76,171,166,5,0,44,171,0,174,96,91,6.0,3429.0,70213.0
421010088024,1108,14,112,0,0,956,0,276,283,198,71,14,22,283,0,102,94,91,2.0,2613.0,44142.0
421010090001,557,0,87,11,16,262,19,195,243,119,69,55,10,166,77,32,91,95,0.0,0.0,14618.0
421010090002,2467,45,78,0,0,2375,6,86,244,219,25,0,87,244,0,73,92,98,0.0,0.0,38537.0
421010090003,1449,22,71,10,19,1172,7,173,302,231,46,25,72,255,47,90,90,100,0.0,0.0,61906.0
421010090004,1700,36,74,0,0,1594,9,116,174,132,33,9,39,167,7,152,94,100,2.0,3082.0,86999.0
421010091001,575,46,102,12,33,209,15,173,255,126,120,9,0,181,74,69,93,91,0.0,0.0,13656.0
421010091002,769,24,235,9,20,476,48,172,416,314,58,44,40,381,35,158,88,95,4.0,12169.0,100700.0
421010091003,1449,19,560,39,0,261,406,294,765,657,88,20,98,663,102,113,94,92,0.0,0.0,201025.0
421010092001,1831,0,261,285,10,200,167,159,714,539,159,16,57,604,110,348,88,90,1.0,149.0,69044.0
421010092002,1737,34,134,67,58,519,193,228,534,335,177,22,80,353,181,186,92,91,0.0,0.0,78454.0
421010093001,522,0,73,77,0,8,110,0,193,110,83,0,0,73,120,67,90,75,0.0,0.0,14482.0
421010093002,952,0,204,72,23,37,192,96,411,294,108,9,69,259,152,60,92,75,0.0,0.0,15389.0
421010093003,926,0,107,142,0,55,271,8,276,180,96,0,8,144,132,152,93,75,0.0,0.0,34961.0
421010093004,713,0,181,52,0,61,179,24,320,219,101,0,86,152,168,851,93,73,0.0,0.0,34933.0
421010093005,996,19,206,34,44,87,380,159,415,249,145,21,180,205,210,235,92,75,0.0,0.0,42659.0
421010094001,1018,0,104,133,16,36,157,54,338,241,59,38,40,284,54,135,88,75,0.0,0.0,13285.0
421010094002,1423,0,220,134,21,101,464,73,576,434,129,13,170,338,238,289,91,74,0.0,0.0,254275.0
421010094003,565,75,87,70,11,103,73,59,241,174,56,11,19,179,62,238,91,73,0.0,0.0,24839.0
421010094004,1117,0,395,95,37,51,328,42,612,561,51,0,78,374,238,216,90,75,0.0,0.0,27719.0
421010095001,544,0,52,60,7,29,59,9,144,122,14,8,0,80,64,101,85,75,0.0,0.0,14963.0
421010095002,586,0,48,55,0,98,209,49,215,199,16,0,100,142,73,120,89,75,0.0,0.0,11936.0
421010095003,594,0,218,19,25,33,201,70,314,241,48,25,67,71,243,677,90,75,0.0,0.0,27634.0
421010095004,1341,0,269,107,15,77,301,152,596,332,238,26,13,253,343,166,86,76,0.0,0.0,23893.0
421010096001,941,22,128,80,0,33,209,86,330,233,86,11,84,142,188,429,83,76,0.0,0.0,31838.0
421010096002,964,0,118,119,0,86,278,8,335,242,93,0,75,199,136,360,89,74,0.0,0.0,23939.0
421010096003,711,0,180,59,11,19,259,25,351,248,95,8,20,176,175,172,87,74,0.0,0.0,29560.0
421010096004,1103,0,158,81,0,147,222,54,366,282,70,14,94,250,116,111,85,75,0.0,0.0,19852.0
421010096005,592,0,114,9,31,76,149,40,228,171,35,22,13,113,115,185,87,76,0.0,0.0,21144.0
421010098011,943,24,130,70,51,89,211,165,363,122,184,57,59,70,293,65,84,50,0.0,0.0,17084.0
421010098012,1474,8,210,122,64,164,255,170,544,291,193,60,102,295,249,156,86,51,2.0,808.0,37611.0
421010098021,1278,29,208,111,75,78,407,210,600,241,307,52,115,348,252,89,78,53,0.0,0.0,23338.0
421010098022,2872,0,193,271,138,157,234,485,856,403,325,128,23,198,658,130,70,60,2.0,1027.0,27208.0
421010098023,2295,0,81,301,44,203,188,201,660,214,353,93,59,113,547,92,82,49,1.0,352.0,25340.0
421010100001,1150,0,157,70,81,36,229,62,395,193,194,8,16,256,139,183,76,84,0.0,0.0,12086.0
421010100002,803,0,89,53,21,5,239,48,295,158,98,39,24,130,165,78,85,80,0.0,0.0,13092.0
421010100003,778,0,74,88,21,58,206,74,274,127,117,30,7,25,249,50,87,74,0.0,0.0,10721.0
421010100004,1879,0,168,123,52,117,473,118,609,324,271,14,120,168,441,217,85,78,0.0,0.0,34054.0
421010101001,1552,120,185,130,32,56,516,225,565,355,61,149,152,383,182,91,88,70,0.0,0.0,13357.0
421010101002,641,0,71,53,0,0,143,74,229,94,74,61,36,36,193,133,86,74,0.0,0.0,19865.0
421010101003,1053,0,125,75,56,17,127,206,355,184,92,79,113,111,244,143,87,72,0.0,0.0,11527.0
421010101004,1297,0,137,107,13,0,329,35,343,193,120,30,109,184,159,174,87,74,0.0,0.0,19317.0
421010101005,577,0,106,47,0,0,247,51,252,98,154,0,51,153,99,84,86,77,0.0,0.0,28446.0
421010101006,1261,73,228,123,0,105,264,45,420,228,180,12,156,157,263,97,87,73,0.0,0.0,24969.0
421010101007,670,0,102,55,0,36,225,54,299,242,43,14,25,90,209,86,87,74,0.0,0.0,16371.0
421010102001,788,25,126,60,24,49,118,87,274,205,69,0,53,84,190,103,85,75,0.0,0.0,16394.0
421010102002,850,0,288,152,0,66,187,40,478,360,118,0,60,239,239,547,87,75,1.0,833.0,41513.0
421010102003,1370,0,146,229,16,10,310,83,506,366,99,41,20,385,121,208,87,75,0.0,0.0,24230.0
421010103001,1566,0,246,216,23,137,246,39,600,433,143,24,43,385,215,624,86,75,0.0,0.0,35833.0
421010103002,1096,0,102,131,7,40,232,69,350,216,98,36,96,181,169,303,87,76,0.0,0.0,34238.0
421010104001,853,0,90,83,17,8,261,9,262,185,77,0,44,108,154,121,78,75,0.0,0.0,9066.0
421010104002,472,0,103,68,0,26,31,54,215,137,78,0,87,156,59,72,81,74,0.0,0.0,12011.0
421010104003,1325,0,224,132,18,58,375,103,513,326,180,7,50,273,240,232,73,75,0.0,0.0,26545.0
421010104004,1408,0,81,97,0,193,502,72,256,114,142,0,180,134,122,125,82,75,0.0,0.0,29380.0
421010105001,309,8,31,70,13,33,54,12,126,114,12,0,15,93,33,79,76,75,0.0,0.0,13271.0
421010105002,2269,26,283,213,27,118,467,171,663,537,126,0,156,514,149,305,84,72,1.0,261.0,53234.0
421010105003,1894,0,330,75,43,112,425,150,659,404,243,12,14,458,201,157,80,75,0.0,0.0,43766.0
421010106001,483,11,81,12,26,63,135,18,163,130,26,7,52,64,99,99,90,74,0.0,0.0,20688.0
421010106002,1104,26,227,128,0,39,181,42,427,355,54,18,64,360,67,505,86,73,0.0,0.0,32755.0
421010107001,580,0,62,62,0,12,123,26,183,161,22,0,29,112,71,65,83,69,0.0,0.0,14881.0
421010107002,1609,0,165,158,67,55,213,35,477,277,200,0,73,373,104,550,88,71,0.0,0.0,47833.0
421010107003,652,0,71,95,17,8,157,24,207,120,87,0,31,136,71,75,86,70,0.0,0.0,10930.0
421010107004,897,0,166,118,0,0,182,35,350,295,31,24,21,274,76,150,87,69,0.0,0.0,20188.0
421010108001,785,0,72,89,0,60,116,15,214,164,41,9,43,131,83,69,80,66,0.0,0.0,24932.0
421010108002,712,0,45,24,15,25,196,34,242,115,109,18,24,78,164,171,80,66,0.0,0.0,11796.0
421010108003,908,0,171,111,0,120,176,90,390,346,44,0,83,179,211,133,76,66,0.0,0.0,16174.0
421010108004,747,0,104,75,0,84,180,137,278,180,88,10,56,269,9,104,93,63,0.0,0.0,38743.0
421010108005,694,0,177,61,0,22,105,36,323,226,97,0,20,145,178,88,85,65,0.0,0.0,13958.0
421010109001,1084,22,73,91,37,98,171,108,305,184,113,8,52,196,109,97,84,65,0.0,0.0,20742.0
421010109002,416,0,62,45,0,104,68,40,151,97,39,15,5,98,53,34,,,0.0,0.0,13324.0
421010109003,1099,37,154,108,7,396,93,52,380,303,52,25,16,331,49,103,83,65,0.0,0.0,26122.0
421010110001,754,0,56,70,0,36,199,25,204,100,64,40,72,116,88,63,72,66,0.0,0.0,32243.0
421010110002,759,0,199,66,5,30,117,27,346,279,47,20,32,263,83,68,72,68,0.0,0.0,21643.0
421010110003,921,0,292,7,24,49,162,83,400,341,47,12,38,360,40,79,71,66,0.0,0.0,32753.0
421010110004,1502,28,152,200,18,136,184,58,494,368,92,34,35,296,198,101,62,64,0.0,0.0,25346.0
421010111001,555,14,20,66,0,64,38,75,174,126,48,0,14,57,117,316,47,70,1.0,198.0,71818.0
421010111002,437,6,27,44,0,57,152,28,135,51,67,17,111,44,91,197,78,73,0.0,0.0,34082.0
421010111003,634,0,158,18,10,0,272,21,269,216,42,11,101,163,106,263,87,73,0.0,0.0,21404.0
421010111004,810,15,213,52,19,93,150,43,365,269,96,0,54,231,134,329,88,72,0.0,0.0,39745.0
421010111005,647,0,226,53,9,74,160,67,334,267,52,15,18,179,155,190,84,71,1.0,396.0,37937.0
421010112001,652,0,15,57,12,0,361,0,188,98,79,11,0,0,188,93,87,72,0.0,0.0,10278.0
421010112002,607,0,190,40,0,90,219,72,288,201,87,0,11,68,220,102,87,73,0.0,0.0,14200.0
421010112003,648,0,160,41,0,115,143,74,266,163,103,0,0,126,140,115,87,73,0.0,0.0,16061.0
421010112004,1148,0,134,149,52,50,106,119,390,232,79,79,50,237,153,114,86,73,0.0,0.0,18207.0
421010112005,842,0,174,94,0,21,171,24,347,276,71,0,1,168,179,80,85,71,0.0,0.0,14418.0
421010112006,691,0,42,13,54,48,229,41,225,87,127,11,39,97,128,114,86,72,0.0,0.0,14794.0
421010112007,378,0,185,26,0,0,123,16,261,235,26,0,77,59,202,163,85,72,0.0,0.0,13077.0
421010113001,1160,0,127,41,0,21,389,114,409,138,233,38,72,124,285,111,81,71,0.0,0.0,24372.0
421010113002,805,0,139,82,24,0,220,36,302,234,68,0,15,166,136,164,83,71,0.0,0.0,17850.0
421010113003,779,0,163,14,33,48,356,20,356,234,114,8,40,88,268,89,88,71,0.0,0.0,15073.0
421010114001,1992,0,407,190,0,232,164,329,774,331,407,36,16,315,459,135,82,68,0.0,0.0,28534.0
421010114002,540,38,144,0,38,0,162,176,248,91,157,0,12,0,248,64,85,70,0.0,0.0,12429.0
421010114003,1235,0,107,198,0,0,351,50,454,234,165,55,74,134,320,78,85,71,0.0,0.0,12960.0
421010114004,785,16,221,67,0,36,207,103,394,144,116,134,41,263,131,73,83,70,0.0,0.0,11894.0
421010114005,1845,0,147,207,117,14,326,288,621,240,226,155,20,344,277,134,83,70,0.0,0.0,23393.0
421010114006,822,0,198,13,13,92,230,120,348,186,132,30,74,117,231,173,80,69,2.0,580.0,53203.0
421010115001,1079,0,81,103,30,31,217,195,334,137,146,51,123,27,307,47,78,68,0.0,0.0,9398.0
421010115002,1298,0,156,106,29,131,214,251,472,170,201,101,32,56,416,61,68,66,0.0,0.0,26682.0
421010115003,1448,50,155,120,47,141,331,247,529,194,238,97,133,92,437,118,79,68,0.0,0.0,14050.0
421010115004,941,0,86,83,7,57,252,53,294,181,85,28,49,142,152,80,77,65,0.0,0.0,14390.0
421010117001,1899,87,88,29,34,1171,116,295,336,95,147,94,138,52,284,104,64,67,2.0,4883.0,70549.0
421010118001,976,0,20,44,13,110,221,112,305,107,148,50,24,12,293,52,68,65,0.0,0.0,13313.0
421010118002,983,0,165,54,18,46,158,219,445,266,122,57,124,233,212,67,76,66,0.0,0.0,12211.0
421010118003,1242,0,133,106,0,47,381,61,419,266,125,28,41,165,254,214,72,68,1.0,373.0,51364.0
421010118004,662,31,199,0,0,23,248,54,364,216,148,0,0,107,257,46,77,67,0.0,0.0,17085.0
421010118005,1258,9,243,43,31,140,406,199,563,295,220,48,63,209,354,64,70,68,0.0,0.0,11935.0
421010118006,735,0,34,82,0,25,82,0,190,63,94,33,170,0,190,38,71,67,0.0,0.0,10161.0
421010119001,1376,0,162,57,27,84,563,106,452,207,192,53,0,90,362,117,68,61,0.0,0.0,20767.0
421010119002,1728,33,380,115,74,162,381,180,730,455,221,54,84,367,363,111,71,57,0.0,0.0,118284.0
421010119003,907,0,170,119,5,42,174,64,391,283,91,17,107,171,220,149,74,69,0.0,0.0,35011.0
421010119004,487,0,314,19,0,0,152,89,370,245,122,3,28,304,66,47,72,59,1.0,260.0,17521.0
421010119005,240,0,125,0,0,0,118,28,159,97,46,16,33,75,84,42,69,59,0.0,0.0,8817.0
421010120001,432,12,112,0,18,75,57,134,218,92,89,37,20,161,57,29,67,58,0.0,0.0,21443.0
421010120002,1317,39,193,48,13,509,142,251,428,151,182,95,86,209,219,74,67,60,0.0,0.0,52630.0
421010121001,1359,10,304,93,48,208,223,236,634,301,236,97,71,391,243,83,73,57,2.0,1126.0,52057.0
421010121002,1574,0,352,133,10,33,494,206,582,369,148,65,25,426,156,113,29,55,0.0,0.0,47417.0
421010122011,731,15,422,46,0,125,153,276,557,406,62,89,0,557,0,32,44,55,0.0,0.0,22892.0
421010122012,2346,12,862,135,41,336,526,648,1437,980,347,110,62,1424,13,57,36,57,0.0,0.0,11291.0
421010122031,643,0,217,34,0,282,24,215,358,194,139,25,24,358,0,225,52,62,1.0,281.0,60133.0
421010122041,2105,20,548,89,135,269,321,628,1082,472,413,197,115,417,665,56,52,52,0.0,0.0,14449.0
421010122042,1648,0,537,59,9,36,339,435,763,402,311,50,82,417,346,143,27,50,0.0,0.0,69552.0
421010125001,1320,10,368,0,0,330,136,637,659,134,238,287,15,643,16,130,94,100,0.0,0.0,244492.0
421010125002,2746,129,795,66,90,446,147,1485,1565,437,556,572,71,1135,430,224,94,81,3.0,1420.0,66540.0
421010125003,1125,29,251,0,16,471,92,562,554,205,174,175,42,554,0,166,88,100,0.0,0.0,191970.0
421010131001,955,5,141,54,55,54,183,213,358,184,101,73,74,198,160,108,91,85,0.0,0.0,46661.0
421010131002,755,5,123,81,4,59,160,97,311,206,54,51,78,282,29,70,91,84,0.0,0.0,16786.0
421010132001,1247,29,175,127,22,130,271,133,414,295,108,11,81,383,31,131,89,86,0.0,0.0,22978.0
421010132002,1510,29,290,115,11,53,373,235,597,416,115,66,147,444,153,389,89,86,0.0,0.0,72062.0
421010133001,1820,69,620,88,36,260,106,733,997,299,489,209,97,864,133,251,89,87,0.0,0.0,65363.0
421010133002,1943,26,134,137,8,271,297,449,517,250,168,99,145,383,134,276,91,85,0.0,0.0,64522.0
421010134011,1018,78,462,0,5,30,101,627,704,197,258,249,13,124,580,64,93,71,0.0,0.0,20209.0
421010134012,1309,81,257,0,68,112,16,896,693,146,250,297,30,360,333,58,94,76,0.0,0.0,29951.0
421010134021,965,50,279,10,52,102,54,600,550,126,225,199,56,370,180,74,92,80,0.0,0.0,21424.0
421010134022,461,27,112,13,0,83,29,228,225,50,74,101,8,106,119,66,95,85,0.0,0.0,14585.0
421010134023,1360,45,345,0,30,175,148,835,684,165,225,294,14,513,171,65,93,83,0.0,0.0,26540.0
421010135001,408,14,127,19,13,19,56,236,237,43,111,83,0,77,160,74,92,75,0.0,0.0,58275.0
421010135002,497,8,104,6,37,107,44,207,237,74,98,65,20,129,108,43,93,79,0.0,0.0,13190.0
421010135003,734,25,140,0,68,41,61,388,331,41,147,143,16,73,258,34,91,76,0.0,0.0,7459.0
421010135004,2142,39,244,142,46,197,486,563,717,288,274,155,47,505,212,126,91,82,1.0,484.0,29499.0
421010136011,1106,81,182,20,107,83,88,615,520,59,131,330,21,103,417,55,92,70,0.0,0.0,49771.0
421010136012,1758,65,418,0,108,283,84,1042,887,189,308,390,54,374,513,37,92,66,0.0,0.0,17248.0
421010136021,611,15,74,16,48,37,23,322,256,54,122,80,0,67,189,32,91,70,0.0,0.0,8554.0
421010136022,1193,57,333,12,119,71,115,569,615,181,142,292,94,248,367,56,86,64,0.0,0.0,13150.0
421010136023,1300,9,281,66,37,116,175,601,641,202,315,124,11,416,225,39,90,65,0.0,0.0,8001.0
421010136024,563,0,66,0,51,20,100,273,248,18,88,142,0,102,146,27,89,72,0.0,0.0,4740.0
421010137001,841,9,77,62,0,129,175,160,278,109,145,24,12,127,151,65,83,64,0.0,0.0,10621.0
421010137002,651,15,147,117,33,0,152,225,309,179,69,61,4,88,221,163,84,65,0.0,0.0,22444.0
421010137003,1100,0,85,111,0,0,261,59,397,217,122,58,72,160,237,83,80,65,0.0,0.0,16651.0
421010137004,992,83,138,23,111,58,167,355,386,164,121,101,11,167,219,67,86,64,0.0,0.0,20507.0
421010137005,1221,0,231,40,42,135,93,177,601,330,110,161,161,428,173,148,77,64,0.0,0.0,34289.0
421010138001,508,20,75,32,27,16,135,45,205,132,73,0,43,113,92,90,82,67,0.0,0.0,13317.0
421010138002,1610,7,244,146,39,117,368,207,609,363,202,44,99,368,241,251,87,67,0.0,0.0,24413.0
421010139001,1100,19,245,114,0,67,294,9,456,390,66,0,112,447,9,29,81,72,0.0,0.0,6547.0
421010139002,921,0,227,119,19,105,167,47,421,347,65,9,14,321,100,181,85,75,0.0,0.0,29027.0
421010139003,939,24,157,9,6,35,287,206,247,168,40,39,11,206,41,157,81,75,0.0,0.0,32982.0
421010140001,1584,35,213,122,0,189,363,279,516,250,233,33,148,312,204,455,90,83,0.0,0.0,77229.0
421010140002,433,0,26,52,9,139,37,124,143,106,20,17,0,106,37,104,87,83,0.0,0.0,18678.0
421010140003,1025,0,239,54,28,385,54,81,483,370,113,0,25,458,25,195,82,85,0.0,0.0,38613.0
421010141001,1524,0,375,101,14,33,340,132,629,454,109,66,68,488,141,207,93,82,1.0,643.0,66211.0
421010141002,986,30,135,149,0,95,248,128,371,200,126,45,123,267,104,148,86,82,1.0,8.0,60649.0
421010142001,1009,14,131,0,83,75,110,440,415,50,190,175,0,149,266,65,95,80,0.0,0.0,18182.0
421010142002,2914,145,839,46,100,325,268,1686,1611,260,683,668,50,1148,463,528,90,73,3.0,1130.0,210134.0
421010143001,977,6,173,3,59,42,152,425,406,117,175,114,31,159,247,154,62,64,2.0,1033.0,203876.0
421010143002,732,15,114,11,58,97,89,276,338,75,163,100,42,90,248,46,90,70,0.0,0.0,65887.0
421010144001,844,0,183,54,0,30,160,175,362,196,81,85,33,234,128,46,95,78,0.0,0.0,21769.0
421010144002,1814,69,186,65,37,238,270,708,645,199,322,124,115,364,281,376,96,75,0.0,0.0,77384.0
421010144003,1116,0,103,64,33,74,157,127,302,129,108,65,83,133,169,62,92,78,0.0,0.0,22264.0
421010145001,918,11,173,117,0,56,155,79,386,254,113,19,41,283,103,78,81,89,0.0,0.0,82544.0
421010145002,856,13,97,90,7,66,126,76,235,135,76,24,13,155,80,71,85,88,0.0,0.0,15871.0
421010146001,2701,40,223,29,13,1972,285,155,428,301,68,59,121,236,192,258,89,90,3.0,5980.0,135723.0
421010146002,671,0,136,36,0,115,150,90,300,173,86,41,0,99,201,26,83,88,0.0,0.0,13348.0
421010146003,725,0,54,66,3,75,166,38,233,180,47,6,22,173,60,37,83,81,0.0,0.0,12261.0
421010147001,1359,42,247,47,25,310,220,118,552,354,198,0,55,430,122,164,89,83,0.0,0.0,27119.0
421010147002,1593,57,75,36,0,1311,80,53,390,287,78,25,59,345,45,573,90,86,2.0,1617.0,95181.0
421010148001,1003,44,240,53,39,33,290,6,414,265,142,7,56,249,165,204,85,74,0.0,0.0,34164.0
421010149001,627,0,85,57,0,24,104,17,209,168,41,0,59,158,51,191,85,68,0.0,0.0,83331.0
421010149002,463,0,96,25,36,42,149,0,191,73,118,0,22,141,50,71,83,65,0.0,0.0,16390.0
421010149003,554,0,238,49,8,14,249,0,320,290,30,0,73,230,90,84,82,66,0.0,0.0,40317.0
421010149004,520,0,103,52,9,81,97,70,192,119,64,9,90,36,156,81,80,65,0.0,0.0,13314.0
421010149005,522,0,198,40,16,32,139,38,286,232,54,0,31,149,137,49,78,64,0.0,0.0,13520.0
421010149006,701,0,322,41,0,24,168,41,433,388,45,0,29,408,25,90,72,63,0.0,0.0,23582.0
421010151011,794,41,122,56,23,123,192,81,258,160,86,12,42,138,120,98,62,61,0.0,0.0,13218.0
421010151012,1523,0,159,72,33,49,477,59,519,394,125,0,76,379,140,100,70,61,0.0,0.0,18643.0
421010151021,1558,13,394,169,17,94,439,61,688,568,110,10,181,539,149,220,80,63,0.0,0.0,44266.0
421010151022,1298,0,249,77,9,55,416,115,557,431,106,20,64,254,303,165,79,62,0.0,0.0,28927.0
421010151023,651,0,145,89,0,0,154,87,297,243,54,0,89,213,84,222,76,62,0.0,0.0,29151.0
421010152001,747,0,52,33,49,134,75,0,203,170,33,0,0,58,145,101,79,77,0.0,0.0,16706.0
421010152002,1188,0,51,208,9,178,251,17,384,271,90,23,184,342,42,264,77,68,0.0,0.0,39782.0
421010152003,1168,0,78,249,0,0,226,0,353,312,41,0,88,335,18,135,82,65,0.0,0.0,16838.0
421010152004,1774,0,239,243,0,19,436,18,581,488,93,0,20,429,152,232,82,74,0.0,0.0,25489.0
421010152005,892,0,111,132,0,0,60,53,271,229,42,0,0,125,146,99,84,67,0.0,0.0,9210.0
421010153001,1118,25,60,0,0,986,24,47,128,112,16,0,89,120,8,159,91,86,0.0,0.0,49191.0
421010153002,657,0,93,18,0,234,156,6,249,202,37,10,35,184,65,101,86,84,0.0,0.0,22557.0
421010153003,569,0,117,34,0,161,43,38,214,177,37,0,74,178,36,199,86,83,0.0,0.0,22050.0
421010153004,1730,15,160,37,0,1229,178,19,465,409,52,4,70,352,113,292,85,83,0.0,0.0,44507.0
421010156001,860,0,32,25,50,63,250,107,234,115,100,19,53,116,118,60,86,84,0.0,0.0,35235.0
421010156002,1188,0,108,84,71,6,276,24,359,308,46,5,53,231,128,99,80,85,0.0,0.0,27526.0
421010157001,658,0,63,60,18,32,215,38,234,110,98,26,32,103,131,67,89,79,0.0,0.0,19470.0
421010157002,1075,22,118,32,53,56,125,139,353,179,130,44,94,189,164,50,92,72,0.0,0.0,11206.0
421010157003,955,0,57,21,58,97,161,255,303,179,92,32,30,155,148,220,94,74,1.0,284.0,53894.0
421010158001,1199,48,309,38,38,104,344,440,587,240,133,214,102,306,281,56,94,73,0.0,0.0,16436.0
421010158002,1321,22,169,16,39,142,331,572,451,89,221,141,178,165,286,39,95,71,0.0,0.0,9073.0
421010158003,1005,79,254,22,59,112,173,417,533,187,222,124,21,327,206,102,92,70,0.0,0.0,31478.0
421010158004,689,19,109,0,53,14,76,234,259,78,74,107,25,100,159,36,94,74,1.0,237.0,21850.0
421010158005,1279,50,169,18,107,29,349,291,490,196,214,80,100,70,420,67,92,72,0.0,0.0,17249.0
421010158006,690,0,76,0,42,18,136,272,320,55,247,18,0,57,263,36,92,69,0.0,0.0,6974.0
421010160001,479,0,40,0,10,0,98,173,210,58,112,40,14,14,196,58,88,67,0.0,0.0,11440.0
421010160002,1011,0,162,21,89,41,228,216,408,151,157,100,30,113,295,47,94,70,0.0,0.0,46400.0
421010160003,1888,28,177,33,139,88,499,538,721,208,340,173,77,226,495,120,87,63,1.0,115.0,49880.0
421010160004,977,11,49,39,60,65,287,134,304,67,183,54,212,82,222,47,86,68,0.0,0.0,9178.0
421010160005,797,0,144,61,34,152,44,252,358,194,105,59,145,278,80,66,95,71,0.0,0.0,13763.0
421010160006,702,10,133,35,0,126,145,236,271,56,137,78,28,123,148,75,92,67,0.0,0.0,27146.0
421010160007,867,24,207,13,10,64,285,186,428,193,184,51,10,89,339,51,91,68,0.0,0.0,13559.0
421010161001,2439,103,305,51,24,123,736,456,834,218,363,253,199,524,310,282,95,71,0.0,0.0,55383.0
421010161002,1788,0,259,126,75,143,290,169,619,385,200,34,222,203,416,301,93,70,0.0,0.0,37897.0
421010161003,975,26,38,73,53,63,111,89,234,80,134,20,144,91,143,174,89,72,0.0,0.0,19778.0
421010161004,762,13,25,32,62,17,183,116,231,129,27,75,0,110,121,151,93,71,0.0,0.0,16588.0
421010162001,679,0,177,30,23,80,104,65,298,237,57,4,66,208,90,68,89,71,0.0,0.0,19324.0
421010162002,937,57,76,108,23,11,121,34,259,185,63,11,18,146,113,98,83,83,0.0,0.0,25621.0
421010162003,825,18,98,59,32,28,226,112,261,161,76,24,62,134,127,47,86,77,0.0,0.0,11435.0
421010163001,1173,48,38,121,47,38,136,39,276,219,47,10,63,183,93,387,90,72,0.0,0.0,38318.0
