,Total Population,Pop. that Works from Home,Single Occupant Households,Single Parent Households,Married Parent Households,Undergrads and Grads,Diploma/GED attained,Degree attained,Households in Poverty,Below 40k Earners,40k-100k Earners,Above 100k Earners,Unemployed,Renter Occupied Households,Owner Occupied Households,Crime Counts,walk_score,transit_score,Fast Food Count,Fast Food Consumers,raw_visit_count
421010247004,920,16,167,93,31,19,296,33,329,291,38,0,75,190,139,213,80,62,0.0,0.0,27197.0
421010247005,486,31,100,39,14,0,124,89,162,135,20,7,31,54,108,115,87,66,0.0,0.0,27743.0
421010248001,1100,20,106,46,77,82,211,123,339,151,116,72,73,92,247,65,75,62,0.0,0.0,15192.0
421010248002,1105,0,89,74,39,57,312,58,344,191,131,22,43,116,228,196,80,63,0.0,0.0,34561.0
421010249001,1112,0,133,100,0,15,388,28,425,283,107,35,44,75,350,95,81,59,0.0,0.0,16230.0
421010249002,648,0,34,77,0,0,126,11,157,142,15,0,18,102,55,76,85,60,0.0,0.0,18958.0
421010249003,631,0,134,73,11,76,145,53,261,165,96,0,26,110,151,79,86,60,0.0,0.0,11404.0
421010249004,780,2,83,84,0,94,119,76,252,112,124,16,69,87,165,69,80,61,0.0,0.0,14651.0
421010252001,351,0,117,0,21,22,125,39,174,136,38,0,20,59,115,110,80,65,0.0,0.0,16188.0
421010252002,855,0,146,99,23,0,233,88,316,231,85,0,97,207,109,111,87,65,0.0,0.0,20064.0
421010252003,280,0,54,41,0,30,36,52,131,47,84,0,0,89,42,83,82,63,0.0,0.0,12816.0
421010252004,1100,0,247,74,0,182,320,161,530,376,112,42,38,307,223,91,75,62,0.0,0.0,13380.0
421010252005,1733,52,179,81,94,163,259,106,469,289,139,41,75,250,219,131,76,61,0.0,0.0,15779.0
421010252006,1494,0,227,87,9,349,387,120,483,250,219,14,81,135,348,117,80,59,0.0,0.0,23216.0
421010252007,1553,0,137,186,44,0,257,77,519,330,161,28,75,329,190,101,74,59,0.0,0.0,20737.0
421010253001,836,0,126,87,0,46,266,69,320,168,133,19,86,132,188,137,76,56,0.0,0.0,16984.0
421010253002,679,0,107,49,18,29,209,125,275,176,78,21,55,42,233,54,83,55,0.0,0.0,12747.0
421010253003,1323,42,98,94,37,41,314,114,355,143,157,55,141,199,156,79,84,55,0.0,0.0,33628.0
421010253004,697,46,186,20,33,44,88,144,297,98,113,86,24,32,265,52,83,57,0.0,0.0,8737.0
421010253005,645,0,113,58,8,12,144,106,266,179,53,34,80,109,157,86,81,57,0.0,0.0,9774.0
421010254001,1049,14,125,80,31,54,199,123,394,113,214,67,30,45,349,35,70,55,0.0,0.0,10300.0
421010254002,1092,28,297,62,38,33,293,210,570,254,239,77,107,245,325,71,70,56,0.0,0.0,18266.0
421010254003,819,17,188,47,28,52,69,336,384,106,228,50,44,142,242,61,74,58,0.0,0.0,8055.0
421010254004,1203,35,253,0,85,45,256,569,561,211,164,186,17,248,313,58,59,56,0.0,0.0,26419.0
421010255001,1157,32,166,12,95,123,182,228,420,67,299,54,12,220,200,27,75,56,0.0,0.0,9086.0
421010255002,1055,37,156,0,36,74,176,386,449,209,104,136,124,43,406,39,70,56,0.0,0.0,22372.0
421010255003,543,37,113,8,25,9,42,177,246,116,76,54,20,92,154,53,88,56,0.0,0.0,24228.0
421010256001,951,20,184,53,75,31,93,399,431,90,144,197,16,21,410,26,64,55,0.0,0.0,15487.0
421010256002,827,24,109,37,49,146,97,327,343,98,95,150,60,137,206,31,76,56,0.0,0.0,15267.0
421010256003,982,0,116,21,51,170,77,400,376,68,187,121,0,172,204,33,45,53,0.0,0.0,19785.0
421010257001,1809,37,689,88,17,208,311,604,1097,494,480,123,20,1026,71,88,72,52,0.0,0.0,31378.0
421010257002,918,16,117,44,74,118,98,372,416,88,235,93,27,256,160,22,78,53,0.0,0.0,15644.0
421010257003,1043,8,98,32,119,36,43,312,333,28,169,136,59,154,179,28,82,53,0.0,0.0,15320.0
421010258001,1718,10,305,98,84,126,319,412,728,266,339,123,78,210,518,60,49,51,0.0,0.0,31302.0
421010259001,696,0,39,11,38,122,115,14,195,17,118,60,41,56,139,107,83,54,1.0,590.0,25237.0
421010259002,831,0,210,33,43,100,100,211,361,180,181,0,35,125,236,37,82,53,0.0,0.0,11452.0
421010259003,807,0,113,109,0,64,181,84,313,145,124,44,7,135,178,30,74,53,0.0,0.0,9562.0
421010259004,639,44,48,20,0,68,198,59,224,43,116,65,73,21,203,26,71,51,0.0,0.0,8814.0
421010259005,1171,23,149,51,116,40,366,228,444,219,94,131,42,39,405,50,77,50,0.0,0.0,9959.0
421010259006,710,0,329,0,40,87,142,128,419,276,103,40,268,283,136,28,72,50,0.0,0.0,8563.0
421010260001,877,25,50,30,11,49,261,152,303,107,144,52,85,104,199,34,73,58,0.0,0.0,24732.0
421010260002,946,8,119,68,0,83,167,235,341,169,147,25,75,100,241,46,68,57,0.0,0.0,28176.0
421010260003,1224,9,172,115,5,98,233,274,578,273,242,63,74,205,373,35,73,56,0.0,0.0,12846.0
421010261001,983,19,190,18,79,69,203,271,431,151,204,76,61,29,402,53,58,54,0.0,0.0,48484.0
421010261002,1061,0,185,50,31,87,176,136,371,226,131,14,71,148,223,47,67,54,1.0,542.0,22960.0
421010261003,1544,8,215,104,22,98,470,281,549,269,223,57,120,224,325,54,69,53,0.0,0.0,13453.0
421010262001,515,6,99,5,23,34,239,90,244,81,112,51,21,69,175,32,68,58,0.0,0.0,10469.0
421010262002,870,48,134,20,36,11,217,163,362,179,143,40,113,108,254,48,59,57,0.0,0.0,8769.0
421010262003,1508,0,262,96,58,42,382,180,563,210,324,29,76,94,469,40,51,56,0.0,0.0,9987.0
421010262004,1411,8,175,79,38,12,337,341,556,218,277,61,56,92,464,70,62,56,0.0,0.0,25103.0
421010263011,1327,2,223,61,50,141,395,114,533,263,186,84,146,150,383,88,76,58,0.0,0.0,16943.0
421010263012,893,14,176,45,9,186,176,173,374,218,126,30,42,90,284,29,81,58,0.0,0.0,13788.0
421010263013,956,0,140,81,35,61,203,137,341,133,179,29,69,86,255,49,85,58,0.0,0.0,25249.0
421010263014,831,0,154,51,38,41,224,146,359,147,172,40,18,84,275,24,72,58,0.0,0.0,9735.0
421010263021,1383,0,227,52,42,75,418,142,479,259,70,150,78,0,479,101,87,57,0.0,0.0,26768.0
421010263022,1504,19,158,116,36,82,490,142,522,267,220,35,246,165,357,146,84,57,0.0,0.0,39336.0
421010263023,886,0,109,21,32,60,285,133,377,144,148,85,32,48,329,56,77,59,0.0,0.0,24792.0
421010263024,1928,0,199,174,81,87,369,284,584,316,187,81,91,111,473,190,88,58,1.0,839.0,65603.0
421010264001,649,0,123,29,0,56,222,0,279,172,86,21,73,50,229,41,77,56,0.0,0.0,13154.0
421010264002,685,0,82,82,18,0,186,217,240,81,141,18,34,34,206,40,77,57,0.0,0.0,10109.0
421010264003,586,0,87,59,0,33,131,75,222,115,107,0,192,59,163,57,78,57,0.0,0.0,17177.0
421010264004,1696,0,80,79,140,42,279,328,509,231,144,134,146,0,509,27,78,56,0.0,0.0,9748.0
421010264005,1053,0,116,150,0,18,217,134,385,156,168,61,68,20,365,78,67,56,1.0,317.0,23020.0
421010264006,458,0,35,19,0,49,231,87,179,86,78,15,6,42,137,31,59,58,0.0,0.0,14622.0
421010264007,708,0,142,93,25,0,218,69,301,189,87,25,35,65,236,54,78,58,0.0,0.0,11504.0
421010265001,686,10,49,27,9,108,161,51,212,100,99,13,37,54,158,64,80,56,0.0,0.0,18612.0
421010265002,879,9,79,94,0,74,224,119,301,152,115,34,17,69,232,79,78,60,0.0,0.0,17701.0
421010265003,807,4,96,64,10,38,254,17,249,179,59,11,25,113,136,48,74,60,0.0,0.0,15219.0
421010265004,799,0,80,0,45,21,204,41,216,95,121,0,103,68,148,71,82,61,0.0,0.0,15777.0
421010265005,746,0,71,72,11,25,235,11,222,174,48,0,0,94,128,52,82,60,0.0,0.0,14647.0
421010265006,1189,0,141,67,33,27,307,107,370,64,267,39,46,110,260,81,77,58,1.0,296.0,42089.0
421010266001,699,37,140,0,63,43,90,167,283,136,101,46,19,42,241,61,60,55,0.0,0.0,24399.0
421010266002,1059,0,45,16,78,81,327,11,244,84,119,41,104,0,244,57,82,54,0.0,0.0,15284.0
421010266003,665,27,90,45,27,45,251,15,249,117,96,36,15,39,210,33,82,54,0.0,0.0,16197.0
421010266004,842,0,136,36,0,33,205,164,333,278,18,37,76,42,291,54,82,54,0.0,0.0,8063.0
421010266005,589,17,35,46,20,48,229,51,181,119,62,0,66,52,129,30,80,55,0.0,0.0,7582.0
421010266006,773,0,103,0,83,0,264,148,275,104,103,68,31,48,227,47,81,55,0.0,0.0,17891.0
421010266007,695,0,99,45,0,130,194,80,244,79,151,14,141,87,157,100,84,56,0.0,0.0,17278.0
421010266008,896,0,34,14,26,234,272,65,227,35,149,43,80,17,210,46,83,54,0.0,0.0,20103.0
421010267001,602,0,169,62,0,29,125,121,298,236,62,0,67,76,222,73,61,65,0.0,0.0,7191.0
421010267002,261,0,11,9,32,0,77,28,90,67,8,15,0,0,90,59,77,67,0.0,0.0,9654.0
421010267003,1116,0,243,91,73,111,270,73,513,375,54,84,203,227,286,65,80,67,0.0,0.0,14700.0
421010267004,1067,0,223,154,16,115,207,34,461,351,100,10,119,156,305,84,79,65,0.0,0.0,20980.0
421010267005,1216,50,119,91,42,62,219,159,380,266,79,35,67,150,230,87,84,63,0.0,0.0,33453.0
421010267006,919,0,16,104,0,51,398,25,313,159,105,49,38,171,142,85,75,62,0.0,0.0,17636.0
421010267007,966,0,130,173,0,66,135,90,399,169,203,27,74,141,258,36,81,63,0.0,0.0,14830.0
421010268001,1788,0,326,100,70,100,449,104,560,356,171,33,38,448,112,125,79,62,0.0,0.0,44239.0
421010268002,919,0,309,22,0,200,181,314,463,359,73,31,6,392,71,73,65,66,0.0,0.0,32555.0
421010268003,809,6,171,15,54,70,122,176,327,126,157,44,56,95,232,77,65,67,0.0,0.0,38719.0
421010268004,1038,91,232,83,12,56,281,174,527,266,224,37,35,275,252,93,81,78,0.0,0.0,38450.0
421010269001,896,0,47,60,16,68,204,126,215,70,93,52,55,99,116,51,73,63,0.0,0.0,19179.0
421010269002,1328,13,215,44,80,124,294,250,474,231,140,103,98,208,266,65,66,63,0.0,0.0,40351.0
421010270001,969,11,51,31,52,108,82,260,235,73,38,124,52,21,214,41,74,74,0.0,0.0,21900.0
421010270002,2006,86,207,134,63,139,417,477,661,289,251,121,136,335,326,90,67,77,0.0,0.0,34344.0
421010271001,764,0,94,26,30,84,208,139,288,98,139,51,80,59,229,57,75,61,0.0,0.0,31817.0
421010271002,1689,5,120,79,62,166,248,113,407,206,137,64,185,123,284,42,63,68,0.0,0.0,18314.0
421010271003,653,30,34,61,32,55,163,84,228,137,71,20,46,75,153,32,60,69,0.0,0.0,20534.0
421010272001,1005,10,175,57,51,65,234,128,401,136,196,69,103,83,318,28,67,55,0.0,0.0,16266.0
421010272002,2289,25,257,187,102,196,574,289,809,366,360,83,200,492,317,121,53,57,0.0,0.0,32200.0
421010272003,1755,0,217,155,69,102,450,226,681,341,303,37,157,242,439,74,56,60,0.0,0.0,43247.0
421010273001,1431,0,134,56,38,89,218,105,425,220,147,58,79,160,265,224,74,64,1.0,796.0,61617.0
421010273002,1041,0,116,47,0,93,270,115,302,136,112,54,74,74,228,83,82,65,0.0,0.0,56767.0
421010273003,1232,0,262,158,72,16,212,81,566,390,65,111,148,345,221,86,70,59,0.0,0.0,25670.0
421010273004,1149,0,115,13,91,47,231,0,283,128,104,51,8,109,174,39,83,69,0.0,0.0,14753.0
421010273005,1962,78,76,45,304,211,513,28,466,176,271,19,327,31,435,84,80,68,0.0,0.0,12314.0
421010274011,1177,2,237,80,67,101,194,149,461,238,223,0,72,146,315,96,80,79,0.0,0.0,20995.0
421010274012,1526,56,65,154,55,212,217,194,366,247,77,42,139,184,182,78,87,81,0.0,0.0,29943.0
421010274013,626,0,121,0,54,47,261,72,287,179,66,42,90,93,194,64,89,79,0.0,0.0,26475.0
421010274021,1820,15,104,219,101,96,254,70,571,334,191,46,23,159,412,63,82,74,0.0,0.0,18715.0
421010274022,855,0,18,117,27,55,132,119,210,55,145,10,70,55,155,52,86,73,0.0,0.0,21524.0
421010274023,642,0,27,60,7,55,137,51,179,95,84,0,235,56,123,77,84,77,1.0,161.0,25915.0
421010274024,2618,0,184,304,101,150,477,62,817,555,262,0,210,295,522,121,84,74,0.0,0.0,25373.0
421010274025,1306,0,124,99,38,75,135,166,432,235,154,43,30,126,306,91,80,73,0.0,0.0,20861.0
421010275001,1560,7,167,105,72,147,290,135,513,210,198,105,59,101,412,123,81,84,0.0,0.0,27678.0
421010275002,1633,25,108,116,96,133,307,98,433,153,225,55,126,152,281,136,83,85,0.0,0.0,25476.0
421010275003,856,22,114,67,12,81,180,52,308,204,70,34,44,135,173,116,86,83,0.0,0.0,28900.0
421010275004,1260,8,95,167,24,62,218,75,419,227,187,5,205,136,283,39,79,86,0.0,0.0,13687.0
421010276001,1187,0,198,147,10,102,306,54,499,322,150,27,124,369,130,136,63,87,0.0,0.0,41912.0
421010276002,504,0,56,26,15,0,171,31,159,61,67,31,48,71,88,82,91,87,1.0,237.0,24437.0
421010276003,885,0,225,42,35,53,280,46,385,277,77,31,59,249,136,118,88,87,0.0,0.0,33009.0
421010276004,1013,0,74,106,72,122,123,102,342,199,123,20,73,114,228,98,87,85,1.0,708.0,35102.0
421010277001,854,0,535,16,0,74,224,188,658,480,150,28,30,477,181,80,81,75,0.0,0.0,34714.0
421010277002,1201,4,113,151,32,10,106,79,352,265,87,0,221,109,243,80,86,72,0.0,0.0,22308.0
421010277003,634,0,15,16,77,14,179,23,136,40,63,33,57,40,96,81,80,69,0.0,0.0,23347.0
421010277004,766,0,75,80,0,67,318,68,262,142,86,34,64,61,201,76,86,63,0.0,0.0,14505.0
421010277005,676,0,82,66,16,122,85,0,198,129,45,24,73,113,85,65,86,64,0.0,0.0,13003.0
421010277006,987,0,43,111,31,41,315,83,325,106,169,50,219,141,184,86,79,62,0.0,0.0,21016.0
421010278001,1614,26,254,172,0,111,280,171,578,236,268,74,91,187,391,146,90,83,0.0,0.0,25374.0
421010278002,1264,18,194,123,48,113,228,182,458,314,107,37,184,285,173,350,91,85,2.0,806.0,37277.0
421010278003,724,0,226,0,10,47,347,0,405,320,67,18,124,313,92,414,87,84,0.0,0.0,91716.0
421010278004,905,0,262,77,32,82,164,72,478,318,117,43,106,211,267,190,86,79,2.0,373.0,42427.0
421010279011,861,0,127,96,24,39,141,152,314,143,107,64,72,71,243,65,84,72,0.0,0.0,18413.0
421010279012,909,0,86,73,31,41,239,46,272,139,125,8,8,65,207,80,88,76,0.0,0.0,18380.0
421010279013,552,33,47,33,15,18,144,23,168,94,67,7,62,34,134,81,88,68,0.0,0.0,15035.0
421010279014,1339,0,218,79,25,80,532,108,562,342,203,17,69,184,378,147,85,72,0.0,0.0,19369.0
421010279021,2009,74,259,107,7,715,423,140,620,349,237,34,119,336,284,166,85,78,0.0,0.0,36266.0
421010279022,2295,77,97,50,10,1592,181,82,287,177,90,20,176,149,138,144,73,76,0.0,0.0,69807.0
421010280001,511,0,85,10,8,15,240,37,240,178,54,8,34,94,146,177,85,79,0.0,0.0,14671.0
421010280002,968,0,194,96,32,75,252,38,381,302,47,32,39,331,50,102,59,75,0.0,0.0,51472.0
421010280003,1346,24,189,189,0,122,492,75,544,342,141,61,74,202,342,113,85,74,0.0,0.0,43003.0
421010280004,1161,1,210,106,18,34,318,33,472,317,121,34,132,201,271,151,88,79,0.0,0.0,35946.0
421010281001,1850,0,262,99,45,180,404,335,607,308,223,76,147,170,437,158,87,81,0.0,0.0,31546.0
421010281002,1337,48,81,134,53,199,240,89,340,182,98,60,77,173,167,150,89,76,1.0,261.0,44536.0
421010281003,1265,0,100,67,40,22,317,52,364,215,97,52,147,123,241,220,85,77,1.0,1042.0,35730.0
421010282001,1034,0,335,114,23,62,87,191,542,453,57,32,16,512,30,148,91,82,0.0,0.0,77062.0
421010282002,1641,13,199,233,46,66,380,165,575,262,278,35,145,197,378,151,83,81,0.0,0.0,43725.0
421010282003,2855,30,343,270,28,239,739,356,939,612,269,58,235,362,577,422,91,86,0.0,0.0,132870.0
421010283001,531,0,70,128,0,20,112,41,234,155,44,35,0,112,122,56,89,81,0.0,0.0,9005.0
421010283002,926,0,95,71,31,0,288,0,250,166,66,18,33,143,107,77,86,72,0.0,0.0,9821.0
421010283003,421,0,96,28,14,0,98,36,204,125,62,17,62,141,63,130,88,78,0.0,0.0,43894.0
421010283004,1692,0,88,231,37,0,491,20,522,361,105,56,217,238,284,160,82,77,0.0,0.0,22007.0
421010283005,1291,0,29,184,0,108,436,51,337,220,117,0,130,165,172,92,90,74,0.0,0.0,11045.0
421010283006,901,16,294,74,16,36,193,31,429,357,16,56,116,408,21,56,90,81,0.0,0.0,8582.0
421010283007,820,0,147,78,0,54,92,104,268,134,112,22,51,236,32,169,84,74,0.0,0.0,39982.0
421010284001,1615,10,81,196,74,37,413,53,473,232,158,83,221,99,374,124,85,77,0.0,0.0,17516.0
421010284002,1669,6,77,119,9,122,261,158,340,219,59,62,388,163,177,49,83,71,0.0,0.0,11795.0
421010284003,742,17,70,64,34,41,158,25,260,195,47,18,127,83,177,93,68,71,0.0,0.0,32339.0
421010284004,688,7,17,34,67,73,113,48,181,104,70,7,0,60,121,73,71,71,0.0,0.0,75334.0
421010285001,2886,2,217,355,74,123,490,113,857,599,207,51,328,520,337,295,84,70,0.0,0.0,61630.0
421010286001,2563,0,151,156,258,230,490,127,637,492,93,52,124,320,317,197,83,65,0.0,0.0,89716.0
421010286002,536,0,48,54,0,55,62,44,162,131,31,0,59,92,70,69,87,61,0.0,0.0,69513.0
421010286003,448,0,144,25,0,38,181,50,250,208,42,0,0,106,144,104,86,61,0.0,0.0,22481.0
421010286004,1105,0,113,76,65,54,236,56,336,156,163,17,32,199,137,82,83,75,0.0,0.0,16834.0
421010286005,1362,0,125,137,64,106,210,87,407,254,140,13,12,218,189,76,82,68,0.0,0.0,20042.0
421010286006,1512,0,118,174,54,112,431,94,446,265,147,34,161,156,290,122,85,67,0.0,0.0,19609.0
421010287001,1664,8,108,182,41,159,327,175,515,315,184,16,91,272,243,199,88,60,0.0,0.0,47426.0
421010287002,879,0,82,91,24,0,249,6,282,210,56,16,81,177,105,95,75,60,0.0,0.0,24433.0
421010288001,1836,24,50,212,34,47,453,45,504,386,98,20,43,345,159,130,76,59,0.0,0.0,30331.0
421010288002,1394,23,0,95,107,91,310,81,282,134,92,56,142,74,208,100,85,59,0.0,0.0,16689.0
421010288003,1115,10,148,74,57,49,167,51,405,285,85,35,55,218,187,176,80,60,1.0,149.0,61118.0
421010289011,1600,0,173,157,86,53,258,58,493,322,147,24,37,217,276,153,79,58,1.0,407.0,28712.0
421010289012,1800,7,139,111,107,55,336,61,494,262,216,16,116,181,313,83,68,48,0.0,0.0,41526.0
421010289013,1034,0,18,116,0,34,156,40,242,135,107,0,99,130,112,47,81,54,0.0,0.0,20905.0
421010289021,1158,0,189,80,41,57,422,22,414,273,130,11,50,183,231,71,15,54,0.0,0.0,22810.0
421010289022,1615,0,101,57,80,70,315,42,461,308,86,67,178,233,228,92,54,59,0.0,0.0,34397.0
421010289023,1538,0,93,151,22,100,217,31,415,280,117,18,154,192,223,74,80,58,0.0,0.0,17897.0
421010289024,2009,0,94,174,77,77,255,74,492,275,167,50,57,226,266,87,75,60,0.0,0.0,24099.0
421010289025,674,0,6,57,49,25,92,0,170,136,34,0,4,87,83,55,69,60,0.0,0.0,19366.0
421010290001,786,0,15,81,62,72,61,117,207,107,59,41,15,43,164,39,49,63,0.0,0.0,78835.0
421010290002,2106,0,157,112,97,215,293,213,568,246,286,36,77,246,322,95,75,63,0.0,0.0,33188.0
421010290003,2201,20,203,218,108,37,451,82,683,479,204,0,119,417,266,185,82,65,0.0,0.0,58060.0
421010290004,2025,18,100,130,126,98,413,99,603,311,269,23,225,237,366,95,80,61,0.0,0.0,80794.0
421010291001,756,10,37,74,66,39,158,21,229,139,57,33,125,153,76,146,70,60,2.0,423.0,86792.0
421010291002,2180,27,228,226,58,77,401,57,717,542,121,54,240,606,111,106,75,61,0.0,0.0,48738.0
421010291003,1157,0,87,75,99,86,180,37,388,267,121,0,65,206,182,157,69,62,2.0,1180.0,69938.0
421010291004,734,0,69,12,60,73,98,124,218,164,23,31,7,91,127,53,71,61,0.0,0.0,40286.0
421010292001,2650,0,80,189,98,192,644,42,702,333,336,33,199,280,422,101,55,59,0.0,0.0,84105.0
421010292002,1047,0,71,31,60,140,216,93,281,82,154,45,102,89,192,134,18,58,0.0,0.0,143675.0
421010292003,935,0,60,0,119,46,191,87,265,43,163,59,37,38,227,37,78,76,0.0,0.0,85853.0
421010293001,1398,0,50,129,32,81,342,48,327,235,72,20,76,150,177,196,75,66,1.0,176.0,79386.0
421010293002,1652,25,173,154,55,47,478,101,562,412,125,25,94,260,302,296,81,69,0.0,0.0,53993.0
421010294001,587,0,106,71,18,33,135,14,232,202,14,16,64,119,113,50,79,76,0.0,0.0,14145.0
421010294002,893,0,129,87,31,0,161,0,338,334,4,0,68,245,93,182,85,66,0.0,0.0,51273.0
421010294003,1406,0,105,105,35,54,344,33,414,339,62,13,69,205,209,166,83,74,0.0,0.0,52577.0
421010298001,1410,9,95,124,62,50,429,51,431,226,183,22,152,185,246,54,71,84,0.0,0.0,14961.0
421010298002,1011,43,127,65,37,73,257,49,344,244,82,18,64,214,130,101,84,61,0.0,0.0,22974.0
421010298003,701,0,158,25,14,23,275,107,331,169,145,17,29,97,234,63,73,68,0.0,0.0,23551.0
421010298004,1304,28,191,100,60,63,352,50,517,354,145,18,92,316,201,146,74,59,0.0,0.0,49012.0
421010298005,768,0,132,54,43,0,196,49,263,161,102,0,31,158,105,88,84,72,0.0,0.0,26794.0
421010299001,800,0,256,89,21,7,230,70,416,357,52,7,64,307,109,176,81,78,0.0,0.0,33616.0
421010299002,821,0,111,63,21,31,108,32,277,190,87,0,94,162,115,98,80,72,0.0,0.0,41485.0
421010299003,707,0,108,80,0,60,196,38,257,208,37,12,49,164,93,82,84,71,0.0,0.0,24889.0
421010299004,1829,9,172,253,25,134,442,103,601,428,149,24,189,270,331,117,84,78,0.0,0.0,24073.0
421010300001,610,0,56,51,40,38,185,18,183,33,132,18,34,40,143,44,59,87,0.0,0.0,11184.0
421010300002,809,0,107,60,0,25,206,0,305,225,63,17,59,148,157,120,85,89,0.0,0.0,22105.0
421010300003,1854,0,170,166,75,0,573,63,502,299,203,0,215,356,146,112,72,80,0.0,0.0,22192.0
421010300004,1126,0,18,139,26,0,192,40,274,181,78,15,119,151,123,228,86,90,2.0,1192.0,36169.0
421010300005,547,0,80,86,0,24,94,0,189,111,78,0,147,86,103,73,83,79,0.0,0.0,14951.0
421010300006,724,0,156,89,47,58,109,14,292,207,59,26,102,232,60,315,89,79,0.0,0.0,49182.0
421010300007,1747,50,344,149,69,30,419,36,730,544,108,78,191,521,209,307,79,89,0.0,0.0,49258.0
421010301001,934,0,17,211,0,43,78,84,291,203,88,0,69,266,25,103,90,87,0.0,0.0,19581.0
421010301002,1986,37,415,250,9,156,538,120,855,638,217,0,156,659,196,271,77,83,0.0,0.0,171671.0
421010301003,703,0,111,47,0,7,200,102,310,120,170,20,81,147,163,32,69,79,0.0,0.0,16345.0
421010301004,527,0,119,0,10,0,103,129,232,113,100,19,38,91,141,65,73,68,0.0,0.0,26951.0
421010301005,1553,29,172,130,46,182,428,104,521,200,233,88,87,252,269,52,80,82,0.0,0.0,18574.0
421010302001,2022,0,179,184,58,58,588,96,623,434,161,28,286,375,248,1068,85,89,0.0,0.0,80157.0
421010302002,1287,18,151,178,77,65,329,63,473,293,95,85,58,244,229,102,78,87,0.0,0.0,15647.0
421010302003,1450,26,68,55,22,115,430,135,463,151,210,102,183,157,306,153,86,87,0.0,0.0,25069.0
421010302004,1522,31,48,83,65,138,102,163,339,79,195,65,152,23,316,74,83,83,0.0,0.0,33038.0
421010302005,1416,0,91,60,82,12,271,26,442,166,176,100,99,297,145,88,85,75,0.0,0.0,29611.0
421010305011,1735,10,185,124,156,36,380,164,643,462,145,36,91,398,245,79,82,56,0.0,0.0,20994.0
421010305012,1904,46,121,155,177,100,487,135,585,210,330,45,239,175,410,86,75,56,0.0,0.0,23078.0
421010305013,2300,40,204,282,44,208,481,98,710,415,240,55,209,225,485,117,79,56,0.0,0.0,22715.0
421010305021,1333,0,65,96,105,182,196,60,354,158,134,62,165,29,325,67,70,56,0.0,0.0,22159.0
421010305022,1491,0,115,138,149,114,300,146,503,259,178,66,80,126,377,49,71,55,0.0,0.0,9794.0
421010305023,1121,0,89,88,84,58,222,84,347,132,189,26,6,94,253,37,61,53,0.0,0.0,7903.0
421010305024,1999,0,159,181,97,51,529,95,581,351,230,0,182,264,317,167,81,56,1.0,132.0,33456.0
421010305025,764,0,17,57,59,7,195,96,248,136,67,45,52,121,127,49,72,55,0.0,0.0,8756.0
421010306001,1411,20,310,0,33,145,598,135,575,410,144,21,16,411,164,51,78,54,0.0,0.0,30010.0
421010306002,838,0,43,51,77,0,289,10,214,76,61,77,34,34,180,35,81,55,0.0,0.0,22717.0
421010306003,622,0,114,50,14,129,98,71,275,165,82,28,0,184,91,53,84,55,0.0,0.0,25160.0
421010306004,1662,0,55,125,143,258,441,282,516,287,153,76,161,133,383,51,81,54,0.0,0.0,24342.0
421010306005,653,0,200,54,27,112,201,117,336,121,182,33,12,169,167,37,69,55,0.0,0.0,12976.0
421010306006,718,0,128,17,80,29,101,163,272,104,96,72,36,82,190,57,66,55,0.0,0.0,9505.0
421010306007,2111,112,219,64,210,62,443,123,598,166,334,98,122,319,279,77,80,57,0.0,0.0,27484.0
421010307001,950,0,223,36,30,80,267,148,412,259,128,25,106,302,110,74,70,56,0.0,0.0,37621.0
421010307002,586,0,56,28,35,25,122,60,184,83,75,26,33,118,66,42,74,56,0.0,0.0,24753.0
421010307003,2361,10,289,174,179,305,529,271,857,391,338,128,75,468,389,108,64,56,0.0,0.0,40806.0
421010308001,679,0,82,60,52,51,154,96,295,129,133,33,40,85,210,21,68,57,0.0,0.0,10535.0
421010308002,1030,0,183,17,33,80,218,193,453,187,249,17,9,184,269,46,65,56,0.0,0.0,57364.0
421010308003,1840,28,88,141,101,140,264,156,584,288,251,45,222,206,378,75,62,57,0.0,0.0,29340.0
421010308004,1306,0,39,50,84,47,408,204,339,69,153,117,61,5,334,50,66,57,0.0,0.0,20045.0
421010309001,1851,23,103,54,192,41,349,133,524,193,299,32,85,223,301,87,80,56,0.0,0.0,31511.0
421010309002,1023,12,44,47,127,18,171,135,288,118,127,43,72,71,217,45,82,55,0.0,0.0,16113.0
421010309003,1553,4,111,116,45,58,252,133,476,274,135,67,114,322,154,147,77,54,2.0,575.0,57711.0
421010310001,1437,0,72,91,102,116,323,61,413,233,163,17,12,131,282,78,86,52,0.0,0.0,27829.0
421010310002,993,0,86,32,47,44,219,169,303,160,74,69,16,124,179,62,77,54,1.0,1071.0,31345.0
421010310003,463,0,17,26,16,60,98,98,127,37,48,42,27,0,127,65,75,56,0.0,0.0,23725.0
421010310004,1509,0,0,57,97,62,295,80,332,129,203,0,159,117,215,81,86,58,0.0,0.0,18254.0
421010310005,1173,0,72,52,105,103,271,169,386,157,229,0,69,77,309,55,77,56,0.0,0.0,17357.0
421010310006,1324,18,0,56,97,56,196,107,244,132,69,43,57,137,107,35,65,55,0.0,0.0,17392.0
421010310007,1111,9,82,40,87,29,266,181,306,143,60,103,39,112,194,35,61,55,0.0,0.0,20956.0
421010311011,1489,0,112,92,66,0,341,94,411,222,124,65,73,235,176,74,87,58,0.0,0.0,22627.0
